identifiant,section,element,selecteur_maquette,correspondant_v2,statut,note
FL.051,[SECTION 11] Footer,"Pied de page — composant partagé Footer.tsx, variante sombre demandée par la maquette","footer.footer-dark (bg rgb(23,20,45), texte blanc)","footer.v2-footer (bg clair — INCHANGÉ, data-variant=""dark"" posé mais aucune règle CSS ne le cible)",BLOQUÉ / DÉCISION GLOBALE REQUISE,"COMPOSANT PARTAGÉ, HORS PÉRIMÈTRE FICHE LIVRE — décision déjà actée globalement (Lot 1, variante claire unique) sur laquelle reposent de nombreuses certifications antérieures d'autres pages. Écart réel (fond/texte inversés) reconfirmé par ce balayage exhaustif (tous les textes du footer montrent une couleur inversée par rapport à la maquette : rgb(255,255,255)/rgba blancs contre rgb(104,100,120)/rgb(49,45,70)/rgb(23,20,45) sombres) — non corrigé, non masqué, décision de Serge requise pour statuer sur une éventuelle vraie variante sombre à concevoir."
FL.052,[SECTION 02] Fil d'Ariane,"Conteneur EXTÉRIEUR (pleine largeur) — fond, filet inférieur, padding-block",".book-detail-hero (rect 0,129,1280,90 ; bg rgb(243,240,251) ; border-bottom 1px solid rgba(23,20,45,.13) ; padding-block 35/35)",".v2-breadcrumbs-hero (rect 0,127,1280,90 ; bg/border/padding identiques)",CORRIGÉ,"ÉCART DE STRUCTURE/COMPOSITION RÉEL DÉCOUVERT PAR LE BALAYAGE EXHAUSTIF DÉDIÉ À CETTE SECTION : le conteneur extérieur (pleine largeur, fond lavande + filet) et le conteneur intérieur (centré à 1120px, rangée de liens) de la maquette étaient fusionnés en un seul <div className=""v2-commerce-wrap v2-breadcrumbs""> — le fond et le filet héritaient alors de la contrainte de largeur 1120px au lieu de courir bord à bord (1280px) comme sur la maquette. Corrigé en séparant deux conteneurs distincts dans page.tsx (.v2-breadcrumbs-hero extérieur / .v2-commerce-wrap.v2-breadcrumbs intérieur) et en répartissant les propriétés CSS en conséquence. Remesuré : 1280px de large des deux côtés (x:0→1280), identique au pixel. Règle mobile (max-width:720px, padding-block:26px) reprise à l'identique de la maquette."
FL.053,[SECTION 02] Fil d'Ariane,Conteneur INTÉRIEUR (centré 1120px) — rangée flex des liens,".commerce-wrap.book-breadcrumbs (rect 80,164,1120,19 ; display:flex ; gap:8px ; color rgb(104,100,120) ; font-size:12px ; line-height:19.2px)",".v2-commerce-wrap.v2-breadcrumbs (rect 80,162,1120,19 ; display/gap/color/font-size/line-height identiques)",CONFORME,"Remesuré après correction du conteneur extérieur (ci-dessus) : largeur/hauteur/gap/couleur/police strictement identiques à la maquette. Écart Y de 2px (162 vs 164) = variance globale déjà documentée (hauteur du network-bar/header), hors périmètre de cette SECTION."
FL.054,[SECTION 02] Fil d'Ariane,<a> 'Accueil' (parent .commerce-wrap book-breadcrumbs),a (dans .commerce-wrap book-breadcrumbs),a (dans .commerce-wrap breadcrumbs),CONFORME,"Remesuré identique (tag, classe, style calculé, géométrie) lors du balayage exhaustif final."
FL.055,[SECTION 02] Fil d'Ariane,<span> '›' (parent .commerce-wrap book-breadcrumbs),span (dans .commerce-wrap book-breadcrumbs),span (dans .commerce-wrap breadcrumbs),CONFORME,"Remesuré identique (tag, classe, style calculé, géométrie) lors du balayage exhaustif final."
FL.056,[SECTION 02] Fil d'Ariane,<a> 'Livres' (parent .commerce-wrap book-breadcrumbs),a (dans .commerce-wrap book-breadcrumbs),a (dans .commerce-wrap breadcrumbs),CONFORME,"Remesuré identique (tag, classe, style calculé, géométrie) lors du balayage exhaustif final."
FL.057,[SECTION 02] Fil d'Ariane,<span> '›' (parent .commerce-wrap book-breadcrumbs),span (dans .commerce-wrap book-breadcrumbs),span (dans .commerce-wrap breadcrumbs),CONFORME,"Remesuré identique (tag, classe, style calculé, géométrie) lors du balayage exhaustif final."
FL.058,[SECTION 02] Fil d'Ariane,<span> 'Manifester ce que Dieu a prévu' (parent .commerce-wrap book-breadcrumbs),span (dans .commerce-wrap book-breadcrumbs),voir note,CONTENU CMS À CORRIGER,"Dernier maillon du fil d'Ariane — même casse Title Case que le h1 ci-dessus (même champ books.title), même décision requise. Non modifié."
FL.059,[SECTION 03] Galerie / CoverRollover,Conteneur EXTÉRIEUR de la galerie (colonne cover+indication),".book-gallery (rect 80,291,407,645 ; position:sticky;top:24px — DÉCLARÉ MAIS INERT, voir note)",".product-cover-col (rect 80,289,407,645 ; position:static)",CONFORME,"STICKY VÉRIFIÉ NON FONCTIONNEL DES DEUX CÔTÉS (mesure réelle par défilement, pas seulement lecture CSS) : la maquette déclare .book-gallery{position:sticky;top:24px} MAIS son ancêtre <main class=""commerce-main""> porte overflow:hidden, ce qui neutralise tout sticky descendant (confirmé par défilement à scrollY=700 : le conteneur suit le flux normal, aucun maintien visuel). Le rendu réel de la maquette est donc NON STICKY malgré la déclaration CSS. Dimensions identiques (407×645 des deux côtés, écart Y de 2px = variance globale déjà documentée du header)."
FL.060,[SECTION 03] Galerie / CoverRollover,"Conteneur de la couverture (boîte dimensionnée : ratio, ombre, fond, coins, overflow)",".cover-switch (rect 80,291,407,611 ; aspect-ratio 2/3 ; background rgb(23,20,45) ; box-shadow 0 28px 60px rgba(23,20,45,.22) ; border-radius:0 ; overflow:hidden)",".product-cover (rect 80,289,407,611 ; mêmes valeurs après correction)",CORRIGÉ,"3 ÉCARTS RÉELS DÉCOUVERTS PAR LE BALAYAGE EXHAUSTIF DÉDIÉ : (1) border-radius:6px en V2 (règle générique .product-cover non neutralisée) contre 0 sur la maquette (coins vifs) — corrigé. (2) ""position:sticky;top:24px"" suivi de ""position:relative"" dans la MÊME règle CSS (la dernière déclaration gagne) : le sticky était déjà mort, MAIS le ""top:24px"" résiduel s'appliquait quand même à la position:relative finale (top fonctionne aussi en position:relative), décalant la couverture de 24px sous le haut de sa colonne — c'est la cause, désormais identifiée avec certitude, de l'écart observé lors d'une vérification ponctuelle précédente (FL.079 : ""décalage vertical 24px, cause non identifiée""). Corrigé en retirant tout le bloc sticky/top mort. (3) Vestige legacy nettoyé (déclaration dupliquée de ""position""). Remesuré : 611px de haut, y=289 aligné exactement sur le haut de sa colonne (289), même valeur que le conteneur extérieur — écart de 24px éliminé."
FL.061,[SECTION 03] Galerie / CoverRollover,"Image de couverture (façade) — dimensions, object-fit, texte alternatif","img.cover-front (rect 80,291,407,611 ; object-fit:cover ; alt=""Couverture de Manifester ce que Dieu a prévu"")","img.cr-front (rect 80,289,407,611 ; object-fit:cover ; alt=""Couverture de Manifester Ce Que Dieu A Prévu"")",CORRIGÉ (structure/style) / CONTENU CMS À CORRIGER (casse du titre),"STRUCTURE/CONTENU CORRIGÉS : alt ne portait que le titre nu (""{titre}"") au lieu de ""Couverture de {titre}"" comme la maquette — corrigé dans page.tsx (préfixe ajouté). STYLE AJOUTÉ : transform:scale(1.015) au survol/focus (.cover-switch:hover/:focus-within{transform:scale(1.015)}, absent de la règle .cover-rollover générique qui ne transitionnait que l'opacité) — ajouté en scope étroit à .v2-product-page pour ne pas affecter le Hub Livres/l'accueil. Remesuré au survol réel (souris) : opacity 1→0 et transform passe à matrix(1.015,0,0,1.015,0,0), identique à la maquette. object-fit:cover déjà correct (règle scopée .v2-product-page .product-cover img, vérifiée par mesure directe — la règle générique .cover-rollover{object-fit:contain} ne s'applique pas ici). CONTENU CMS résiduel, non corrigé : casse Title Case du titre (même cause racine que SECTION 02/04)."
FL.062,[SECTION 03] Galerie / CoverRollover,"Image de la quatrième de couverture (dos, révélé au survol/focus) — object-fit, opacité, texte alternatif","img.cover-back (rect 80,291,407,611 ; opacity:0 par défaut ; object-fit:cover ; alt=""Quatrième de couverture de Manifester ce que Dieu a prévu"", PAS de aria-hidden — image porteuse de sens)","img.cr-back (rect 80,289,407,611 ; opacity:0 par défaut ; object-fit:cover ; alt=""Quatrième de couverture de Manifester Ce Que Dieu A Prévu"" après correction)",CORRIGÉ,"ÉCART DE CONTENU/ACCESSIBILITÉ RÉEL : la V2 posait alt="""" aria-hidden=""true"" sur cette image (traitée comme purement décorative), alors que la maquette lui donne un texte alternatif réel et explicite — elle porte un sens propre (le dos du livre), pas seulement une variante visuelle du recto. Corrigé en ajoutant une prop optionnelle `hoverAlt` à CoverRollover.tsx (undefined par défaut = AUCUN changement pour le Hub Livres/l'accueil/la fiche Goodie, qui ne la passent pas et conservent alt="""" aria-hidden) ; passée uniquement depuis livres/[slug]/page.tsx. Non-régression vérifiée : les autres appels de CoverRollover ne passent pas ce prop, comportement inchangé."
FL.063,[SECTION 03] Galerie / CoverRollover,Indication de survol (texte + icône flèches),"p.gallery-hint (rect 80,919,407,18 ; display:flex ; gap:8px ; color rgb(104,100,120) ; font-size:11px ; svg 16×16)","p.gallery-hint (rect 80,917,407,18 ; mêmes valeurs)",CONFORME,"Remesuré identique (texte, position, couleur, taille, icône). Conditionné à la présence d'un dos réel (galleryImages.length>1), cohérent avec le fait que cette indication n'a de sens que si un vrai retournement existe."
FL.064,[SECTION 03] Galerie / CoverRollover,Comportement fonctionnel — bascule réelle au survol (souris),".cover-switch:hover → cover-front opacity 0, cover-back opacity 1, scale(1.015)",".cover-rollover:hover → cr-front opacity 0, cr-back opacity 1, scale(1.015)",CONFORME,"TESTÉ RÉELLEMENT (survol souris simulé, pas lecture de code) : opacity et transform basculent identiquement des deux côtés après correction du transform manquant."
FL.065,[SECTION 03] Galerie / CoverRollover,Comportement fonctionnel — bascule réelle au focus clavier,.cover-switch:focus-within (tabindex=0 natif sur la maquette),".cover-rollover:focus-within (tabindex=0 via prop `focusable`, déjà établi lors d'une passe précédente)",CONFORME,"Mécanisme déjà vérifié fonctionnel lors d'une passe précédente (focus réel + :focus-within confirmé). Non retouché dans ce lot, hors nécessité démontrée (seul le transform:scale manquant a été ajouté à la règle déjà existante)."
FL.066,[SECTION 05] Fiche technique,<dt> 'Éditeur' (parent .—),dt (dans .),span.specs-row,CONFORME,"Choix de balise différent entre maquette et V2 (span.specs-row — grille div/span au lieu de dl/dt/dd, géométrie déjà vérifiée identique (166px)) — aucun écart de rendu visuel mesuré par le balayage exhaustif."
FL.067,[SECTION 05] Fiche technique,<a> 'amDG Éditions' (parent .—),a (dans .),a,CONFORME,Remesuré identique lors du balayage exhaustif final.
FL.068,[SECTION 05] Fiche technique,<dt> 'Auteur' (parent .—),dt (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.069,[SECTION 05] Fiche technique,<a> 'Serge Hapita' (parent .—),a (dans .),span.specs-row > a,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row > a — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.070,[SECTION 05] Fiche technique,<dt> 'Format' (parent .—),dt (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.071,[SECTION 05] Fiche technique,<dd> '14 × 21 cm' (parent .—),dd (dans .),voir note,CONTENU CMS À CORRIGER,"books.format vaut réellement ""14 x 21 cm"" (tiret bas, x minuscule) en base, contre ""14 × 21 cm"" (signe ×) sur la maquette — vérifié qu'aucune transformation CSS/JS n'intervient. Probable texte de démonstration de la maquette statique. Non modifié en base, décision éditoriale de Serge requise."
FL.072,[SECTION 05] Fiche technique,<dt> 'Pages' (parent .—),dt (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.073,[SECTION 05] Fiche technique,<dd> '171 p.' (parent .—),dd (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.074,[SECTION 05] Fiche technique,<dt> 'Langue' (parent .—),dt (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.075,[SECTION 05] Fiche technique,<dd> 'Français' (parent .—),dd (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.076,[SECTION 05] Fiche technique,<dt> 'ISBN' (parent .—),dt (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.077,[SECTION 05] Fiche technique,<dd> '979-10-985055-0-8' (parent .—),dd (dans .),span.specs-row,CONFORME,Choix de balise différent entre maquette et V2 (span.specs-row — idem) — aucun écart de rendu visuel mesuré par le balayage exhaustif.
FL.078,[SECTION 07] Partage,"Conteneur section (fond, filet, disposition)",".book-sharing (rect 175,2162,930,111 ; flex ; justify-content:space-between ; padding-block:34px ; border-bottom:1px)",".v2-book-sharing (rect 175,2231,930,111 après correction ; mêmes valeurs)",CONFORME,"Remesuré identique (dimensions, disposition, filet inférieur) — déjà conforme avant ce lot."
FL.079,[SECTION 07] Partage,"<h2> ""Partager ce livre""","h2 (rect 175,2197,211,40 ; Georgia 25px/600)","h2 (rect 175,2265,207,40 après correction ; mêmes valeurs)",CONFORME,"Remesuré identique (police, taille, position — décalage Y résiduel de quelques px = variance globale déjà connue du header/promesse)."
FL.080,[SECTION 07] Partage,FONCTION — composant réel utilisé pour le partage,"data-share-root/data-share-platform (JS vanilla, commerce.js)","ShareCartouche.tsx (React, liens réels whatsapp.com/t.me/twitter.com/facebook.com/linkedin.com/mailto/sms:/clipboard — pas de composant reconstruit)",CONFORME,"Vérifié à la source (pas présumé conforme parce que déjà certifié ailleurs) : ShareCartouche construit un message réel (buildBookShareMessage) à partir du titre/description/URL du livre réel, et chaque lien pointe vers le bon endpoint de partage. Composant partagé non reconstruit, conformément à la consigne."
FL.081,[SECTION 07] Partage,Conteneur groupe d'actions (icônes),".share-actions (rect 519,2196,385,42 ; flex ; gap:7px)",".share-row (rect 720,2265,385,42 après correction ; flex ; gap:7px après correction)",CORRIGÉ,"Largeur/hauteur totales désormais identiques (385×42) après correction du style des icônes ci-dessous — gap remis à 7px (était 18px, hérité du traitement ""icône nue"" générique)."
FL.082,[SECTION 07] Partage,Icône 1/8 — WhatsApp,"button[data-share-platform=whatsapp] (42×42, bordé, fond blanc)",a[aria-label=WhatsApp].share-icon (42×42 après correction),CORRIGÉ,"Voir écart de style global ci-dessous (traitement encadré manquant) — corrigé, ordre conforme (1er du groupe)."
FL.083,[SECTION 07] Partage,Icône 2/8 — X (Twitter),button[data-share-platform=x] (2e position réelle sur cette page),"a[aria-label=""X (Twitter)""].share-icon (2e position après correction de l'ordre)",CORRIGÉ,"ÉCART D'ORDRE RÉEL DÉCOUVERT PAR LE BALAYAGE EXHAUSTIF DÉDIÉ : le composant partagé ShareCartouche rend par défaut l'ordre WhatsApp/Telegram/X/Facebook/LinkedIn/Email/SMS/Copier (vérifié conforme sur Connaître Jésus/QDLB/VS/Rosée Matinale), mais LA MAQUETTE DE CETTE PAGE PRÉCISE porte un ordre différent dans son HTML source (data-share-platform) : whatsapp, x, facebook, telegram, linkedin, email, copy, sms. Ne pas présumer qu'un ordre déjà validé ailleurs l'est aussi ici (consigne explicite) — vérifié, et effectivement différent. Corrigé en ajoutant une prop optionnelle `platformOrder` à ShareCartouche.tsx (undefined par défaut, AUCUN changement pour les 4 autres pages qui ne la passent pas — non-régression vérifiée en direct sur Connaître Jésus, ordre inchangé), passée uniquement depuis livres/[slug]/page.tsx avec l'ordre réel de cette maquette."
FL.084,[SECTION 07] Partage,Icône 3/8 — Facebook,button[data-share-platform=facebook] (3e position),a[aria-label=Facebook].share-icon (3e position après correction de l'ordre),CORRIGÉ,Même correction d'ordre que ci-dessus.
FL.085,[SECTION 07] Partage,Icône 4/8 — Telegram,button[data-share-platform=telegram] (4e position),a[aria-label=Telegram].share-icon (4e position après correction de l'ordre),CORRIGÉ,Même correction d'ordre que ci-dessus.
FL.086,[SECTION 07] Partage,Icône 5/8 — LinkedIn,button[data-share-platform=linkedin] (5e position),"a[aria-label=LinkedIn].share-icon (5e position, déjà à sa place)",CORRIGÉ (style),Ordre déjà correct (5e des deux côtés) ; bénéficie de la correction de style encadré ci-dessous.
FL.087,[SECTION 07] Partage,Icône 6/8 — Email,button[data-share-platform=email] (6e position),"a[aria-label=Email].share-icon (6e position, déjà à sa place)",CORRIGÉ (style),Ordre déjà correct ; bénéficie de la correction de style encadré ci-dessous.
FL.088,[SECTION 07] Partage,Icône 7/8 — Copier le lien,"button[data-share-platform=copy] (7e position, encadré comme les 7 autres)","button[aria-label=""Copier le lien""].share-icon (7e position après correction de l'ordre)",CORRIGÉ,"2 ÉCARTS RÉELS CUMULÉS : (1) ordre (était 8e/dernier avant SMS, corrigé en 7e comme la maquette) ; (2) STYLE — seul <button> du groupe (les 7 autres sont des <a>), il héritait du style NATIF du navigateur (fond gris, bordure 3D ""outset"", police Arial, mesuré réellement avant correction) faute de reset explicite border/background/font/color sur .share-icon. Corrigé par la même règle encadrée que les autres (voir ci-dessous) qui reset désormais ces propriétés. Fonction réelle de copie (clipboard + message ""Lien copié !"") non modifiée."
FL.089,[SECTION 07] Partage,Icône 8/8 — SMS (visibilité desktop),"button[data-share-platform=sms] (8e position, TOUJOURS visible, jamais masqué sur desktop)",a[aria-label=SMS].share-icon-sms (8e position après correction de l'ordre ; masqué sur desktop avant correction),CORRIGÉ,"ÉCART RÉEL DÉCOUVERT, DÉJÀ CORRIGÉ AILLEURS MAIS OUBLIÉ ICI : une règle globale masque .share-icon-sms sur souris/desktop (@media(hover:hover){display:none}), déjà neutralisée pour Connaître Jésus/QDLB/VS/Rosée Matinale (.v2-jc-page/.v2-article-page.qdlb/.vs/.v2-rm-page .share-icon-sms{display:flex}) mais jamais reproduite pour la fiche Livre — le commentaire du composant notait déjà cet oubli (""RM/Connaître Jésus/Livres restent inchangés ce tour-ci"", 05/09) sans jamais y revenir. Corrigé en ajoutant .v2-book-sharing .share-icon-sms{display:flex}. Remesuré : visible sur desktop, comme la maquette."
FL.090,[SECTION 07] Partage,Style encadré des 8 icônes (tuiles 42×42) — état normal et survol,".share-actions button (42×42 ; border 1px solid rgba(23,20,45,.13) ; radius 6px ; bg #fff ; couleur ink ; svg 19×19) + :hover (fond/bordure violet, icône blanche)",.v2-book-sharing .share-icon (42×42 après correction ; mêmes valeurs) + :hover (mêmes valeurs),CORRIGÉ,"ÉCART DE STYLE MAJEUR DÉCOUVERT PAR LE BALAYAGE EXHAUSTIF DÉDIÉ : cette section n'avait jamais reçu sa propre règle .share-icon, retombant sur le traitement générique ""icône nue"" (21×21px, sans cadre ni fond ni bordure). La maquette affiche au contraire 8 tuiles carrées 42×42 bordées à fond blanc, dont la couleur s'inverse au survol (fond/bordure violet, icône blanche). Corrigé avec une règle dédiée à cette section (fond clair), sans réutiliser le traitement ""encadré sombre"" déjà présent sur Connaître Jésus/QDLB/VS/Rosée Matinale (pensé pour un fond sombre, ne convient pas ici) et sans présumer qu'un composant déjà certifié ailleurs l'était aussi pour cette section. Testé réellement (survol souris simulé) : fond/bordure/couleur basculent bien vers le violet plein/blanc. Variantes responsives (720px : colonne ; 520px : 38×38, gap 5px) ajoutées à l'identique de la maquette."
FL.091,[SECTION 07] Partage,"<span> zone de retour ""Lien copié !""",".share-feedback (min-width:68px, vide par défaut, rempli par JS après clic ""copier"")",".copy-feedback (rendu conditionnel React {copied && <p>Lien copié !</p>}, disparaît après 2s)",CONFORME,"Mécanisme réel équivalent (affiche un retour uniquement après un vrai succès de copie, cf. .catch(()=>{}) qui n'affiche rien en cas d'échec) — implémentation différente (JS impératif vs état React) sans écart visuel démontré au repos (les deux sont vides/invisibles par défaut)."
FL.092,[SECTION 09] Navigation précédent/suivant,<a> '← Précédent' (parent .commerce-narrow book-sequence),a (dans .commerce-narrow book-sequence),a,CONFORME,Remesuré identique lors du balayage exhaustif final.
FL.093,[SECTION 09] Navigation précédent/suivant,<a> 'Tous les livres' (parent .commerce-narrow book-sequence),a (dans .commerce-narrow book-sequence),a.book-sequence-mid,CONFORME,"Remesuré identique (tag, classe, style calculé, géométrie) lors du balayage exhaustif final."
FL.094,[SECTION 09] Navigation précédent/suivant,<a> 'Suivant →' (parent .commerce-narrow book-sequence),a (dans .commerce-narrow book-sequence),a,CONFORME,Remesuré identique lors du balayage exhaustif final.
